,title,affiliations
406,"Think More, Hallucinate Less: Mitigating Hallucinations via Dual Process of Fast and Slow Thinking","['Renmin University of China', 'Renmin University of China']"
407,Enhancing Cross-Tokenizer Knowledge Distillation with Contextual Dynamical Mapping,"['Wechat AI', 'WeChat AI, Tencent Inc.', 'Beijing Jiaotong University']"
408,A Semantic-Aware Layer-Freezing Approach to Computation-Efficient Fine-Tuning of Language Models,"['Monash University', 'Monash University', 'Chongqing University']"
409,CNNSum: Exploring Long-Context Summarization with Large Language Models in Chinese Novels,"['iQIYI', 'East China Normal University']"
410,Document Segmentation Matters for Retrieval-Augmented Generation,"['Tsinghua University', 'Tsinghua University', 'Tsinghua University, Tsinghua University', 'University of Edinburgh', 'Tsinghua University, Tsinghua University', 'Tsinghua University']"
411,UBench: Benchmarking Uncertainty in Large Language Models with Multiple Choice Questions,"['Nankai University', 'Nankai University', 'Nankai University', 'Nankai University', 'Nankai University', 'Tianjin University of Science and Technology', 'Nankai University']"
412,Embracing Large Language Models in Traffic Flow Forecasting,"['University of California, Los Angeles', 'CMU, Carnegie Mellon University', 'University of Washington', 'Sichuan University', 'Peking University']"
413,Flow2Code: Evaluating Large Language Models for Flowchart-based Code Generation Capability,"['East China Normal University', 'Shanghai Artificial Intelligence Laboratory', 'East China Normal University', 'East China Normal University', 'East China Normal University']"
414,"Smarter, Not Harder: Training-Free Adaptive Computation for Transformers","['Seoul National University and Ecole Nationale Supérieure des Mines d’Alès', 'Seoul National University', 'Seoul National University']"
415,UCS-SQL: Uniting Content and Structure for Enhanced Semantic Bridging In Text-to-SQL,"['Beijing University of Aeronautics and Astronautics', 'The Principia', 'ChinaTelecom', 'Alibaba Group', 'Beijing University of Aeronautics and Astronautics']"
416,CodePRM: Execution Feedback-enhanced Process Reward Model for Code Generation,['Shanghai Jiaotong University']
417,STEM-POM: Evaluating Language Models Math-Symbol Reasoning in Document Parsing,['University of Illinois at Urbana-Champaign']
418,Retrieval Visual Contrastive Decoding to Mitigate Object Hallucinations in Large Vision-Language Models,['Yonsei University and Yonsei University']
419,"Leveraging LLMs for Bangla Grammar Error Correction: Error Categorization, Synthetic Data, and Model Evaluation",['IIT Kanpur']
420,Think Both Ways: Teacher-Student Bidirectional Reasoning Enhances MCQ Generation and Distractor Quality,"['Singapore Management University', 'Tsinghua University', 'Zhejiang University and Zhejiang University', 'Zhejiang University', 'Zhejiang University']"
421,mmE5: Improving Multimodal Multilingual Embeddings via High-quality Synthetic Data,"['Microsoft Research', 'Microsoft Research Asia', 'Microsoft Research', 'Renmin University of China']"
422,Word2Passage: Word-level Importance Re-weighting for Query Expansion,"['Korea Advanced Institute of Science & Technology', 'Korea Advanced Institute of Science & Technology', 'Facebook', 'Korea Advanced Institute of Science and Technology']"
423,MECoT: Markov Emotional Chain-of-Thought for Personality-Consistent Role-Playing,['University of Sheffield']
424,FiDeLiS: Faithful Reasoning in Large Language Models for Knowledge Graph Question Answering,"['National University of Singapore', 'National University of Singapore']"
425,REALM: A Dataset of Real-World LLM Use Cases,"['UC Santa Barbara', 'Carnegie Mellon University', 'Carnegie Mellon University']"
426,BabelEdits: A Benchmark and a Modular Approach for Robust Cross-lingual Knowledge Editing of Large Language Models,"['Posos', 'Universität Mannheim', 'Julius-Maximilians-Universität Würzburg']"
427,CDS: Data Synthesis Method Guided by Cognitive Diagnosis Theory,"['Fudan University', 'Fudan University', 'Noah’s Ark Lab, Huawei Technologies Ltd.']"
428,Problem-Solving Logic Guided Curriculum In-Context Learning for LLMs Complex Reasoning,"['Beijing Normal University', 'Beijing Normal University', 'Beijing Normal University']"
429,BESSTIE: A Benchmark for Sentiment and Sarcasm Classification for Varieties of English,"['UNSW', 'University of Surrey']"
430,NavRAG: Generating User Demand Instructions for Embodied Navigation through Retrieval-Augmented LLM,"['National University of Singapore', 'Beijing University of Chemical Technology', 'National University of Singapore']"
431,SQLForge: Synthesizing Reliable and Diverse Data to Enhance Text-to-SQL Reasoning in LLMs,"['University of Science and Technology of China', 'University of Science and Technology of China', 'University of Science and Technology of China and University of Science and Technology of China', 'University of Science and Technology of China']"
432,Retrieval-Augmented Process Reward Model for Generalizable Mathematical Reasoning,"['Shanghai Jiaotong University', 'Shanghai Jiao Tong University', 'Shanghai Jiaotong University', 'University College London']"
433,Contrastive Learning for Task-Independent SpeechLLM-Pretraining,['Karlsruher Institut für Technologie']
434,QiMeng-Attention: SOTA Attention Operator is generated by SOTA Attention Algorithm,"['Chinese Academy of Sciences', 'Institute of Computing Technology, Chinese Academy of Sciences', 'Institute of Software, Chinese Academy of Sciences', 'Institute of Software, CAS', 'Institute of Computing Technology, Chinese Academy of Sciences', 'Institute of Computing Technology, Chinese Academy of Sciences', 'Chinese Academy of Sciences', 'Institute of Software, Chinese Academy of Sciences', 'Institute of Software CAS>', 'Institute of Computing Technology, Chinese Academy of Sciences']"
435,ALW: Adaptive Layer-Wise contrastive decoding enhancing reasoning ability in Large Language Models,"['Soochow University', 'Harbin Institute of Technology, Shenzhen']"
436,Mixture of Decoding: An Attention-Inspired Adaptive Decoding Strategy to Mitigate Hallucinations in Large Vision-Language Models,"['Kuaishou- 快手科技', 'Institute of Automation, Chinese Academy of Sciences', 'Institute of Automation, Chinese Academy of Sciences']"
437,VidCapBench: A Comprehensive Benchmark of Video Captioning for Controllable Text-to-Video Generation,"['Kuaishou- 快手科技', 'Nanjing University', 'Institute of Automation, Chinese Academy of Sciences', 'Kuaishou Technology', 'Institute of Automation, Chinese Academy of Sciences']"
438,Mitigating Demonstration Bias through Global Coevolutionary Reasoning,"['Zhejiang University', 'Zhejiang University']"
439,A Representation Level Analysis of NMT Model Robustness to Grammatical Errors,"['Maastricht University', 'Maastricht University', 'Maastricht University', 'Maastricht University']"
440,T2DR: A Two-Tier Deficiency-Resistant Framework for Incomplete Multimodal Learning,"['Zhejiang University', 'Zhejiang University', 'Zhejiang University', 'Zhejiang University', 'Zhejiang University', 'College of Computer Science and Technology, Zhejiang University']"
441,From Specific-MLLMs to Omni-MLLMs: A Survey on MLLMs Aligned with Multi-modalities,"['Harbin Institute of Technology', 'Tsinghua University', 'Huawei Technologies Ltd.', 'Harbin Institute of Technology', 'Harbin Institute of Technology']"
442,Analyzing the Effect of Linguistic Similarity on Cross-Lingual Transfer: Tasks and Experimental Setups Matter,"['Ludwig-Maximilians-Universität München', 'Apple', 'Apple']"
443,Agents generalize to novel levels of abstraction by using adaptive linguistic strategies,"['Universität Osnabrück', 'Universität Osnabrück', 'Institute of Cognitive Science, Osnabrück University, Universität Osnabrück']"
444,The Linguistic Connectivities Within Large Language Models,"['Institute of Software, Chinese Academy of Sciences', 'Institute of Software, Chinese Academy of Sciences', 'Institute of Software, Chinese Academy of Sciences', 'Institute of Software, Chinese Academy of Sciences', 'Ricoh Software Research Center Beijing Co., Ltd.', 'Institute of Software, CAS']"
445,XFinBench: Benchmarking LLMs in Complex Financial Problem Solving and Reasoning,"['Singapore Management University', 'Fudan University', 'Singapore Management University']"
446,Align2LLaVA: Cascaded Human and Large Language Model Preference Alignment for Multi-modal Instruction Curation,"['Zhejiang University', 'College of Computer Science and Technology, Zhejiang University', 'Zhejiang University', 'Zhejiang University', 'Zhejiang University', 'Alibaba Group', 'Zhejiang University']"
447,Achieving binary weight and activation for LLMs using Post-Training Quantization,"['Institute of automation, Chinese academy of science, Chinese Academy of Sciences', 'Huawei Technologies Ltd.', 'Institute of automation, Chinese academy of science, Chinese Academy of Sciences']"
448,Mitigating Negative Interference in Multilingual Knowledge Editing through Null-Space Constraints,"['KU Leuven', 'KU Leuven', 'KU Leuven', 'KU Leuven', 'KU Leuven, KU Leuven']"
449,From Awareness to Adaptability: Enhancing Tool Utilization for Scientific Reasoning,"['Harbin Institute of Technology (Shenzhen)', 'Soochow University', 'Harbin Institute of Technology, Shenzhen']"
450,AMoPO: Adaptive Multi-objective Preference Optimization without Reward Models and Reference Models,"['Meituan', 'Meituan', 'Meituan', 'Meituan', 'University of Science and Technology of China', 'University of Science and Technology of China']"
451,Supervised Optimism Correction: Be Confident When LLMs Are Sure,"['Nanyang Technological University', 'Alibaba Group', 'Alibaba Group US', 'Hong Kong University of Science and Technology', 'Alibaba Group', 'Nanyang Technological University']"
452,Offline Reinforcement Learning for LLM Multi-step Reasoning,"['Tsinghua University', 'University of California, San Diego', 'Northwestern University and Georgia Institute of Technology', 'University of California, San Diego and Peking University']"
453,Sampling-based Pseudo-Likelihood for Membership Inference Attacks,"['Mohamed bin Zayed University of Artificial Intelligence and Tokyo Institute of Technology, Tokyo Institute of Technology', 'Institute of Science Tokyo', 'The University of Tokyo', 'Institute of Science Tokyo']"
454,AgentStore: Scalable Integration of Heterogeneous Agents As Specialized Generalist Computer Assistant,"['Xi’an Jiaotong University', 'University of Hong Kong', 'Xi’an Jiaotong University', 'University of Hong Kong', 'Shanghai Artificial Intelligence Laboratory']"
455,Boosting Vulnerability Detection of LLMs via Curriculum Preference Optimization with Synthetic Reasoning Data,"['Tencent AI Lab', 'Harbin Institute of Technology', 'Institute of Information Engineering, Chinese Academy of Sciences', 'Tencent and Tencent']"
456,GA-S3: Comprehensive Social Network Simulation with Group Agents,"['Silicon Universe Technology Co., Ltd.', 'La Trobe University', 'Huazhong University of Science and Technology']"
457,M-RangeDetector: Enhancing Generalization in Machine-Generated Text Detection through Multi-Range Attention Masks,"['University of Science and Technology of China', 'Beijing University of Posts and Telecommunications', 'University of Science and Technology of China', 'University of Science and Technology of China']"
458,Does Your Voice Assistant Remember? Analyzing Conversational Context Recall and Utilization in Voice Interaction Models,"['Seoul National University', 'Seoul National University', 'Seoul National University', 'Seoul National University']"
459,NeuronMerge: Merging Models via Functional Neuron Groups,"['Alibaba Group', 'Alibaba Group']"
